1,0.00,0.00,0.00,
19,0.00,0.00,0.00,
40,0.00,0.00,0.00,
59,0.00,0.00,0.00,
79,0.00,0.00,0.00,
99,0.00,0.00,0.00,
120,0.00,0.00,0.00,
139,0.02,0.00,0.00,
159,0.14,0.00,0.00,
179,0.27,-0.02,0.00,
199,0.49,-0.06,0.00,
218,0.62,-0.06,0.00,
239,0.79,-0.09,0.00,
259,0.88,-0.10,0.00,
280,0.97,-0.10,0.00,
300,0.99,-0.04,0.00,
320,0.99,-0.02,0.00,
340,0.99,-0.02,0.00,
359,0.99,-0.06,0.00,
381,0.99,-0.06,0.00,
401,0.99,-0.07,0.00,
422,0.99,-0.07,0.00,
439,0.99,-0.02,0.00,
459,0.99,-0.02,0.00,
480,0.99,-0.06,0.04,
500,0.99,-0.10,0.32,
519,0.99,-0.10,0.47,
539,0.91,-0.10,0.66,
559,0.90,-0.10,0.69,
580,0.89,-0.10,0.73,
599,0.89,-0.13,0.78,
619,0.89,-0.13,0.82,
640,0.89,-0.15,0.84,
660,0.89,-0.15,0.85,
679,0.89,-0.16,0.89,
699,0.89,-0.16,0.96,
720,0.89,-0.16,0.98,
739,0.89,-0.16,1.00,
760,0.94,-0.22,1.00,
780,0.94,-0.23,1.00,
800,0.94,-0.25,1.00,
820,0.94,-0.25,1.00,
840,0.95,-0.25,1.00,
859,0.97,-0.26,0.94,
880,0.97,-0.27,0.89,
899,0.97,-0.32,0.71,
919,0.97,-0.32,0.58,
938,0.97,-0.40,0.39,
959,0.97,-0.41,0.30,
982,0.97,-0.41,0.25,
999,0.97,-0.35,0.25,
1019,0.97,-0.34,0.25,
1039,0.97,-0.34,0.30,
1060,0.99,-0.34,0.30,
1080,0.99,-0.34,0.34,
1100,0.99,-0.32,0.39,
1120,0.99,-0.31,0.47,
1139,0.99,-0.31,0.51,
1160,0.99,-0.31,0.52,
1180,0.99,-0.31,0.55,
1199,0.99,-0.30,0.62,
1219,0.99,-0.28,0.67,
1240,0.99,-0.28,0.73,
1259,0.99,-0.28,0.80,
1279,0.99,-0.28,0.89,
1300,0.99,-0.28,0.93,
1319,0.99,-0.28,0.93,
1339,0.99,-0.28,0.93,
1359,0.99,-0.28,0.87,
1379,0.99,-0.27,0.82,
1400,0.99,-0.27,0.78,
1420,0.99,-0.27,0.71,
1440,0.99,-0.27,0.67,
1459,0.99,-0.27,0.60,
1479,0.99,-0.27,0.58,
1500,0.99,-0.27,0.57,
1520,0.99,-0.31,0.55,
1539,0.99,-0.31,0.47,
1562,0.99,-0.30,0.45,
1579,0.99,-0.28,0.45,
1599,0.99,-0.28,0.45,
1620,0.99,-0.28,0.45,
1642,0.99,-0.28,0.45,
1660,0.99,-0.28,0.45,
1680,0.99,-0.28,0.45,
1700,0.99,-0.28,0.45,
1719,0.99,-0.28,0.45,
1741,0.99,-0.31,0.49,
1759,0.99,-0.31,0.49,
1779,0.99,-0.31,0.49,
1801,0.99,-0.31,0.49,
1820,0.99,-0.31,0.49,
1839,0.99,-0.32,0.51,
1860,0.99,-0.32,0.51,
1880,0.99,-0.32,0.51,
1900,0.99,-0.32,0.51,
1920,0.99,-0.32,0.52,
1940,0.99,-0.32,0.55,
1960,0.99,-0.32,0.55,
1980,0.99,-0.32,0.55,
2000,0.99,-0.32,0.55,
2019,0.99,-0.32,0.57,
2040,0.99,-0.32,0.57,
2060,0.99,-0.32,0.57,
2080,0.99,-0.32,0.57,
2102,0.99,-0.32,0.57,
2119,0.99,-0.34,0.58,
2139,0.99,-0.36,0.58,
2159,0.99,-0.36,0.58,
2179,0.99,-0.36,0.58,
2200,0.99,-0.36,0.58,
2225,0.99,-0.36,0.58,
2239,0.99,-0.36,0.58,
2259,0.99,-0.36,0.58,
2280,0.99,-0.36,0.58,
2300,0.99,-0.36,0.58,
2320,0.99,-0.37,0.58,
2339,0.99,-0.37,0.58,
2359,0.99,-0.34,0.58,
2380,0.99,-0.34,0.58,
2400,0.99,-0.34,0.58,
2419,0.99,-0.34,0.60,
2438,0.99,-0.34,0.60,
2459,0.99,-0.34,0.63,
2484,0.99,-0.34,0.67,
2502,0.99,-0.34,0.69,
2520,0.99,-0.34,0.71,
2539,0.99,-0.34,0.78,
2559,0.99,-0.34,0.89,
2579,0.99,-0.34,0.96,
2600,0.99,-0.34,0.98,
2621,0.99,-0.37,1.00,
2639,0.99,-0.36,1.00,
2676,0.94,-0.34,1.00,
2681,0.88,-0.40,1.00,
2700,0.80,-0.39,1.00,
2719,0.66,-0.34,1.00,
