1,0.00,0.00,-0.02,
20,0.00,0.00,-0.02,
40,0.00,0.00,-0.02,
62,0.00,0.00,-0.02,
80,0.00,0.00,-0.02,
99,0.00,0.00,-0.02,
120,0.00,0.00,-0.00,
140,0.00,0.00,-0.02,
164,0.00,0.00,-0.02,
180,0.00,0.00,-0.02,
200,0.00,0.00,-0.02,
221,0.00,0.00,-0.02,
241,0.00,0.00,-0.02,
261,0.00,0.00,-0.02,
281,0.00,0.00,-0.03,
300,0.00,0.00,-0.03,
320,0.00,0.00,-0.03,
340,0.00,0.00,-0.03,
369,0.00,0.00,-0.03,
380,0.00,0.00,-0.02,
399,0.00,0.00,-0.03,
420,0.00,0.00,-0.02,
440,0.00,0.00,-0.02,
460,0.00,0.00,-0.03,
480,0.00,0.00,-0.03,
500,0.00,0.00,-0.02,
520,0.00,0.00,-0.03,
539,0.00,0.00,-0.02,
560,0.00,0.00,-0.02,
581,0.00,0.00,-0.02,
600,0.00,0.00,-0.03,
620,0.00,0.00,-0.03,
640,-0.04,0.00,-0.03,
659,-0.04,0.00,-0.03,
682,-0.04,0.00,-0.03,
702,-0.07,0.00,-0.03,
721,-0.09,0.00,-0.03,
740,-0.09,0.00,-0.03,
759,-0.09,0.00,-0.03,
781,-0.09,0.00,-0.03,
803,-0.11,0.00,-0.02,
821,-0.11,0.00,-0.03,
841,-0.11,0.00,-0.03,
861,-0.13,0.00,-0.03,
883,-0.16,0.00,-0.03,
906,-0.17,0.00,-0.05,
920,-0.20,0.00,-0.07,
940,-0.22,0.00,-0.08,
960,-0.23,0.00,-0.10,
984,-0.23,0.00,-0.10,
999,-0.26,0.00,-0.11,
1019,-0.26,0.00,-0.11,
1040,-0.26,0.00,-0.13,
1060,-0.26,0.00,-0.13,
1086,-0.28,0.00,-0.14,
1099,-0.29,0.00,-0.14,
1120,-0.30,0.00,-0.13,
1140,-0.31,0.00,-0.13,
1162,-0.31,0.00,-0.13,
1188,-0.31,0.00,-0.15,
1200,-0.33,0.00,-0.15,
1221,-0.34,0.00,-0.15,
1241,-0.33,0.00,-0.15,
1260,-0.35,0.00,-0.15,
1290,-0.35,0.00,-0.15,
1300,-0.35,0.00,-0.15,
1320,-0.35,0.00,-0.15,
1341,-0.35,0.00,-0.15,
1360,-0.35,0.00,-0.15,
1380,-0.35,0.00,-0.14,
1400,-0.35,0.00,-0.15,
1420,-0.35,0.00,-0.15,
1442,-0.35,0.00,-0.15,
1460,-0.35,0.00,-0.15,
1481,-0.35,0.00,-0.15,
1501,-0.35,0.00,-0.15,
1520,-0.35,0.00,-0.15,
1540,-0.35,0.00,-0.15,
1559,-0.37,0.00,-0.15,
1581,-0.37,0.00,-0.15,
1600,-0.37,0.00,-0.15,
1622,-0.37,0.00,-0.15,
1641,-0.37,0.00,-0.15,
1660,-0.37,0.00,-0.15,
1681,-0.37,0.00,-0.15,
1700,-0.37,0.00,-0.15,
1725,-0.37,0.00,-0.15,
1740,-0.37,0.00,-0.15,
1759,-0.37,0.00,-0.16,
1782,-0.37,0.00,-0.18,
1802,-0.37,0.00,-0.18,
1819,-0.37,0.00,-0.16,
1840,-0.37,0.00,-0.18,
1860,-0.37,0.00,-0.18,
1881,-0.37,0.00,-0.18,
1905,-0.37,0.00,-0.18,
1920,-0.37,0.00,-0.18,
1940,-0.37,0.00,-0.18,
1960,-0.37,0.00,-0.18,
1982,-0.37,0.00,-0.18,
2009,-0.37,0.00,-0.18,
2020,-0.37,0.00,-0.18,
2040,-0.37,0.00,-0.18,
2060,-0.37,0.00,-0.18,
2081,-0.37,0.00,-0.16,
2110,-0.37,0.00,-0.16,
2120,-0.37,0.00,-0.16,
